Type,No,Point 1 Lat,Point 1 Lon,Point 2 Lat,Point 2 Lon,Point 3 Lat,Point 3 Lon,Point 4 Lat,Point 4 Lon,Point 5 Lat,Point 5 Lon,Point 6 Lat,Point 6 Lon,Point 7 Lat ,Point 7 Lon,Point 8 Lat ,Point 8 Lon,Point 9 Lat ,Point 9 Lon,Point 10 Lat ,Point 10 Lon,Point 11 Lat ,Point 11 Lon,Point 12 Lat ,Point 12 Lon
Building,22,-35.240429,149.087548,-35.240428,149.088651,-35.240584,149.088656,-35.240591,149.08828,-35.240736,149.088285,-35.240739,149.088101,-35.240833,149.088101,-35.240838,149.088019,-35.240813,149.088004,-35.240816,149.087824,-35.240596,149.087819,-35.240586,149.087546
